food_name,calories,protein,carbs,fats,estimated_gi,glycemic_load,food_type,meal_type
Kashmiri Spicy Noodles,350,8,55.0,10.0,65.0,35.75,Veg,Unknown
Kashmiri Mushroom Pulao,350,10,60.0,12.0,65.0,39.0,Veg,Lunch/Dinner
Kashmiri Saag Paneer,400,15,20.0,25.0,0.0,0.0,Veg,Breakfast
Kashmiri Curd Rice,250,12,30.0,10.0,45.0,13.5,Veg,Unknown
Kashmiri Lamb Chops,500,40,15.0,35.0,0.0,0.0,Non-Veg,Unknown
Kashmiri Chicken Biryani,450,15,60.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Egg Curry,300,12,15.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Veg Pakora,350,10,40.0,20.0,75.0,30.0,Veg,Breakfast
Kashmiri Rice and Yogurt,250,10,40.0,8.0,73.0,29.2,Veg,Unknown
Kashmiri Veg Curry with Rice,350,12,60.0,15.0,73.0,43.8,Non-Veg,Unknown
Kashmiri Spiced Lentils,300,8,40.0,10.0,32.0,12.8,Veg,Unknown
Kashmiri Cauliflower Rice,250,6,25.0,8.0,15.0,3.75,Veg,Unknown
Kashmiri Garlic Chicken,400,30,10.0,20.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Chicken Nuggets,350,20,20.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Spinach and Cheese,350,12,15.0,25.0,15.0,2.25,Veg,Unknown
Kashmiri Eggplant Curry,320,10,25.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Chicken Kebabs,400,30,12.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Yogurt with Fruit,200,15,20.0,5.0,32.0,6.4,Veg,Unknown
Kashmiri Dum Chicken,500,35,15.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Veg Spring Rolls,350,12,40.0,15.0,50.0,20.0,Veg,Unknown
Kashmiri Saag Meat,500,40,20.0,35.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Chickpea Curry,300,12,45.0,10.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Stuffed Naan,300,15,50.0,10.0,70.0,35.0,Veg,Lunch/Dinner
Kashmiri Garlic Rice,350,12,60.0,8.0,30.0,18.0,Veg,Unknown
Kashmiri Chicken Tikka,400,30,10.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Ghee Rice,350,8,60.0,12.0,73.0,43.8,Veg,Unknown
Kashmiri Veg Kebab,350,10,25.0,15.0,50.0,12.5,Non-Veg,Unknown
Kashmiri Red Rice,300,8,70.0,5.0,55.0,38.5,Veg,Unknown
Kashmiri Green Curry,350,10,30.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Curry Rice,350,12,60.0,10.0,73.0,43.8,Non-Veg,Lunch/Dinner
Kashmiri Vegetable Kabab,300,10,25.0,15.0,0.0,0.0,Veg,Breakfast
Kashmiri Chicken Masala,450,35,20.0,30.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Sweet Kebab,350,25,35.0,10.0,0.0,0.0,Non-Veg,Unknown
Kashmiri Vegetable Pilaf,350,10,60.0,12.0,0.0,0.0,Veg,Breakfast
Kashmiri Lamb Shank,550,45,25.0,40.0,0.0,0.0,Non-Veg,Unknown
Kashmiri Chicken Stew with Rice,450,20,60.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Sweet Curry,300,20,45.0,10.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Cheese Kebab,350,12,20.0,15.0,0.0,0.0,Non-Veg,Unknown
Kashmiri Nutty Rice,350,15,55.0,12.0,73.0,40.15,Veg,Unknown
Kashmiri Tandoori Chicken,500,35,12.0,30.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Potato Curry,320,10,40.0,10.0,95.0,38.0,Non-Veg,Breakfast
Kashmiri Prawn Curry,400,25,15.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Onion Raita,150,8,15.0,5.0,30.0,4.5,Veg,Unknown
Kashmiri Lentil Soup,250,5,40.0,8.0,30.0,12.0,Veg,Unknown
Kashmiri Carrot Halwa,350,25,45.0,12.0,47.0,21.15,Veg,Breakfast
Kashmiri Tandoori Veg,300,12,25.0,10.0,0.0,0.0,Veg,Breakfast
Kashmiri Spiced Rice,350,10,60.0,8.0,73.0,43.8,Veg,Unknown
Kashmiri Mixed Veg Curry,320,10,30.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Chicken Soup,200,20,10.0,8.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Dum Chicken with Rice,450,15,60.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Masala Rice,350,12,60.0,10.0,73.0,43.8,Veg,Breakfast
Kashmiri Chicken Biryani with Yogurt,500,25,65.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Aloo Gobi,300,8,40.0,10.0,62.5,25.0,Veg,Lunch/Dinner
Kashmiri Yogurt Curry with Rice,300,12,50.0,10.0,73.0,36.5,Non-Veg,Unknown
Kashmiri Chicken and Veg Curry,450,35,25.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Paneer Tikka Masala,400,15,25.0,20.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Rice and Meatballs,500,25,60.0,20.0,73.0,43.8,Veg,Unknown
Kashmiri Mutton Kofta,500,30,20.0,35.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Veg Pakoras,350,15,40.0,20.0,75.0,30.0,Veg,Breakfast
Kashmiri Spiced Naan,300,10,55.0,10.0,70.0,38.5,Veg,Lunch/Dinner
Kashmiri Chickpea Salad,250,8,30.0,10.0,15.0,4.5,Veg,Breakfast
Kashmiri Tomato Rice,320,12,60.0,10.0,73.0,43.8,Veg,Unknown
Kashmiri Spiced Yogurt with Veggies,250,10,25.0,5.0,32.0,8.0,Veg,Unknown
Kashmiri Potato and Pea Curry,320,8,35.0,12.0,95.0,33.25,Non-Veg,Breakfast
Kashmiri Grilled Chicken,400,30,15.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Mixed Vegetable Rice,350,10,55.0,10.0,73.0,40.15,Veg,Breakfast
Kashmiri Chicken and Spinach Curry,450,35,25.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Veg Pilaf,350,10,60.0,12.0,50.0,30.0,Veg,Unknown
Kashmiri Pulao with Nuts,350,15,55.0,12.0,65.0,35.75,Veg,Lunch/Dinner
Kashmiri Chicken Pulao,450,15,55.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Spiced Chickpeas,300,10,30.0,15.0,28.0,8.4,Veg,Unknown
Kashmiri Rice and Chicken,500,20,60.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Cucumber Raita,200,8,10.0,5.0,15.0,1.5,Veg,Unknown
Kashmiri Veg Curd Rice,300,15,35.0,12.0,45.0,15.75,Veg,Unknown
Kashmiri Chicken and Vegetable Biryani,500,20,65.0,25.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Veg Meatballs,300,10,25.0,15.0,50.0,12.5,Veg,Unknown
Kashmiri Lentil Curry,300,10,40.0,10.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Rice with Nuts,350,10,60.0,12.0,73.0,43.8,Veg,Unknown
Kashmiri Saag with Rice,300,10,30.0,12.0,73.0,21.9,Veg,Breakfast
Kashmiri Chicken with Nuts,450,35,20.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Yogurt and Veggie Salad,200,8,15.0,5.0,32.0,4.8,Veg,Breakfast
Kashmiri Spiced Cauliflower,300,8,20.0,12.0,15.0,3.0,Veg,Unknown
Kashmiri Lamb and Spinach Curry,500,40,25.0,35.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Veg Curry with Yoghurt,300,10,30.0,15.0,0.0,0.0,Non-Veg,Unknown
Kashmiri Eggplant and Potato Curry,320,10,35.0,12.0,15.0,5.25,Non-Veg,Breakfast
Kashmiri Chicken Korma,500,40,20.0,35.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Rajma with Rice,400,10,60.0,15.0,73.0,43.8,Veg,Lunch/Dinner
Kashmiri Nutty Curry,350,20,45.0,12.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Chicken and Rice with Yogurt,500,20,60.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Spinach with Chicken,450,35,20.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Mixed Vegetable Biryani,400,10,65.0,15.0,48.0,31.2,Veg,Breakfast
Kashmiri Lamb Kofta Curry,500,40,20.0,35.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Veg and Meat Curry,500,35,25.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Chicken and Mushroom Curry,500,40,25.0,35.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Chicken and Veg Biryani,500,25,65.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Mushroom and Spinach Curry,320,10,30.0,15.0,15.0,4.5,Non-Veg,Lunch/Dinner
Kashmiri Cucumber Salad with Yogurt,200,10,20.0,5.0,15.0,3.0,Veg,Breakfast
Kashmiri Saag Rice,320,12,55.0,10.0,73.0,40.15,Veg,Breakfast
Kashmiri Veg Korma,350,15,25.0,15.0,50.0,12.5,Non-Veg,Lunch/Dinner
Kashmiri Sweet Lentils,300,20,30.0,10.0,32.0,9.6,Veg,Unknown
Kashmiri Chicken and Vegetable Pilaf,500,15,60.0,20.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Veg and Nuts Pilaf,350,15,55.0,12.0,15.0,8.25,Veg,Unknown
Kashmiri Spinach Rice,320,10,50.0,10.0,73.0,36.5,Veg,Unknown
Kashmiri Chicken and Nut Pilaf,450,15,55.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Lamb and Chickpea Curry,500,40,25.0,35.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Chicken Tandoori,400,30,12.0,25.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Carrot Rice,320,12,55.0,10.0,47.0,25.85,Veg,Breakfast
Kashmiri Chicken and Veg Pilaf,500,15,55.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Lentil and Vegetable Curry,300,10,35.0,12.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Chicken and Pea Curry,450,35,20.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Rice and Lentil Soup,350,8,45.0,12.0,30.0,13.5,Veg,Unknown
Kashmiri Chicken with Rice and Nuts,500,15,55.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Mixed Vegetable Soup,250,5,30.0,8.0,40.0,12.0,Veg,Breakfast
Kashmiri Saag and Chicken Curry,500,40,30.0,35.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Chicken and Spinach Pilaf,500,15,55.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Vegetable and Chicken Biryani,500,20,60.0,25.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Mixed Vegetable and Nut Curry,350,20,45.0,15.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Chicken Biryani with Nuts,500,20,60.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Vegetable and Lentil Soup,300,10,35.0,12.0,30.0,10.5,Veg,Breakfast
Kashmiri Chicken and Chickpea Pilaf,500,15,60.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Chicken and Vegetable Stew,500,15,60.0,20.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Rice and Veggie Curry,350,10,55.0,12.0,73.0,40.15,Non-Veg,Lunch/Dinner
Kashmiri Chicken and Potato Stew,500,40,30.0,35.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Vegetable and Chicken Stew,500,15,60.0,20.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Spinach and Chicken Biryani,500,20,60.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Vegetable and Chickpea Biryani,400,10,65.0,15.0,50.0,32.5,Veg,Breakfast
Kashmiri Chicken and Lentil Biryani,500,25,65.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Mixed Veg Biryani,400,10,60.0,15.0,50.0,30.0,Veg,Lunch/Dinner
Kashmiri Vegetable and Chicken Korma,500,35,25.0,30.0,0.0,0.0,Non-Veg,Breakfast
Kashmiri Lamb and Veg Korma,500,35,25.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kashmiri Vegetable and Nut Biryani,400,10,60.0,15.0,50.0,30.0,Veg,Breakfast
Kebabs,320,25,8.0,28.0,0.0,0.0,Non-Veg,Breakfast
Matar Kulcha,380,10,60.0,12.0,48.0,28.8,Veg,Unknown
Gol Gappe,150,3,30.0,5.0,39.0,11.7,Veg,Unknown
Kathi Roll,360,18,42.0,15.0,0.0,0.0,Veg,Breakfast
Bhatura,220,5,30.0,10.0,50.0,15.0,Veg,Breakfast
Seekh Kebab,380,30,6.0,28.0,15.0,0.9,Non-Veg,Breakfast
Lamb Biryani,500,30,65.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Bharwa Baingan,210,5,24.0,10.0,20.0,4.8,Veg,Breakfast
Vegetable Spring Roll,240,6,36.0,10.0,40.0,14.4,Veg,Breakfast
Aloo Puri,400,8,50.0,16.0,85.0,42.5,Veg,Breakfast
Chole Kulche,420,12,65.0,12.0,15.0,9.75,Veg,Breakfast
Rabri,420,10,40.0,24.0,20.0,8.0,Veg,Lunch/Dinner
Chicken Nihari,530,30,8.0,42.0,0.0,0.0,Non-Veg,Breakfast
Paneer Paratha,320,10,40.0,14.0,0.0,0.0,Veg,Breakfast
Soya Chaap,280,20,30.0,14.0,35.0,10.5,Veg,Breakfast
Chowmein,320,8,45.0,12.0,20.0,9.0,Veg,Lunch/Dinner
Stuffed Naan,380,10,52.0,12.0,4.0,2.08,Veg,Lunch/Dinner
Bhature,400,8,60.0,18.0,50.0,30.0,Veg,Breakfast
Pista Barfi,250,6,35.0,10.0,50.0,17.5,Veg,Breakfast
Besan Laddu,300,8,40.0,12.0,15.0,6.0,Veg,Breakfast
Soya Biryani,340,12,60.0,10.0,35.0,21.0,Veg,Lunch/Dinner
Fruit Chaat,120,1,30.0,2.0,90.0,27.0,Veg,Breakfast
Sev Tameta Nu Shaak,150,5,20.0,6.0,51.0,10.2,Veg,Breakfast
Lapsi,210,4,35.0,8.0,25.0,8.75,Veg,Breakfast
Doodhpak,250,7,30.0,10.0,0.0,0.0,Veg,Breakfast
Ganthia,170,4,24.0,7.0,70.0,16.8,Veg,Breakfast
Bajra Rotla,180,6,25.0,5.0,48.0,12.0,Veg,Breakfast
Chana Chor Garam,120,6,18.0,3.0,51.0,9.18,Veg,Unknown
Doodh Halwa,270,6,45.0,10.0,0.0,0.0,Veg,Breakfast
Panki,140,4,18.0,3.0,85.0,15.3,Veg,Breakfast
Piyush,260,8,30.0,12.0,10.0,3.0,Veg,Unknown
Kopra Pak,320,8,40.0,15.0,75.0,30.0,Veg,Lunch/Dinner
Shrikhand Vadi,250,6,30.0,10.0,0.0,0.0,Veg,Unknown
Phafda,220,7,30.0,10.0,10.0,3.0,Veg,Breakfast
Patudi,170,5,24.0,6.0,65.0,15.6,Non-Veg,Unknown
Basundi,280,7,35.0,12.0,5.0,1.75,Veg,Unknown
Halvasan,270,7,40.0,12.0,47.0,18.8,Veg,Breakfast
Daal Makhani,500,18,50.0,25.0,10.0,5.0,Veg,Breakfast
Golgappa,300,5,40.0,10.0,65.0,26.0,Veg,Unknown
Tandoori Gobhi,300,5,20.0,10.0,0.0,0.0,Veg,Breakfast
Daal Fry,400,15,45.0,12.0,10.0,4.5,Veg,Lunch/Dinner
Ghar Ka Paneer,400,20,15.0,30.0,0.0,0.0,Veg,Breakfast
Rajma Galouti,450,15,50.0,12.0,27.0,13.5,Veg,Breakfast
Hakka Noodles,400,5,60.0,10.0,65.0,39.0,Non-Veg,Unknown
Lamb Kebabs,500,25,5.0,35.0,0.0,0.0,Non-Veg,Breakfast
Spicy Corn Tikki,350,10,40.0,15.0,85.0,34.0,Veg,Breakfast
Keema Samosa,450,18,60.0,25.0,85.0,51.0,Non-Veg,Breakfast
Mushroom Tikka,350,15,15.0,20.0,10.0,1.5,Non-Veg,Breakfast
Hot tea (Garam Chai),16.14,0.39,2.58,0.53,0.0,0.0,Veg,Unknown
Instant coffee,23.16,0.64,3.65,0.75,74.0,2.701,Veg,Unknown
Espreso coffee,51.54,1.75,6.62,2.14,0.0,0.0,Veg,Unknown
Iced tea,10.34,0.03,2.7,0.01,73.0,1.9710000000000003,Veg,Unknown
Raw mango drink (Aam panna),35.92,0.16,9.05,0.03,51.0,4.6155,Veg,Unknown
Fruit Punch (with fresh juices),36.12,0.14,9.38,0.03,35.0,3.283,Veg,Breakfast
Fruit Punch (with squashes),23.13,0.07,5.99,0.02,15.0,0.8985000000000001,Veg,Breakfast
Lemonade,20.8,0.03,5.48,0.01,15.0,0.8220000000000001,Veg,Unknown
Lem-o-gin,21.52,0.08,5.55,0.03,20.0,1.11,Veg,Unknown
Cumin infused water (Jeere/Zeere ka pani),9.09,0.17,1.86,0.11,30.0,0.558,Veg,Unknown
Coco pine cooler,32.75,0.56,5.72,1.0,15.0,0.858,Veg,Unknown
Summer cooler,22.43,0.37,5.43,0.04,0.0,0.0,Veg,Unknown
Hot cocoa,90.1,3.36,9.23,4.56,20.0,1.8460000000000003,Veg,Unknown
Cold coffee with ice cream,67.85,1.57,11.24,2.11,30.0,3.372,Veg,Lunch/Dinner
Banana milkshake (Kele milkshake),65.31,1.84,9.15,2.37,51.0,4.6665,Veg,Lunch/Dinner
Mango milkshake (Aam milkshake),56.9,1.73,7.23,2.35,51.0,3.6873,Veg,Unknown
Pineapple milkshake (Ananas milkshake),55.72,1.66,7.62,2.23,39.0,2.9718,Veg,Unknown
Orange milkshake (Narangi milkshake),57.42,1.86,7.11,2.52,40.0,2.8440000000000003,Veg,Lunch/Dinner
Egg nog,97.14,4.78,8.15,5.11,0.0,0.0,Non-Veg,Unknown
Sweet Lassi (Meethi lassi),35.66,1.29,6.51,0.68,25.0,1.6275,Veg,Breakfast
Lassi (salted),18.84,1.35,1.86,0.72,25.0,0.465,Veg,Breakfast
Cheese and chilli sandwich ,218.11,6.8,27.4,9.78,15.0,4.11,Veg,Breakfast
Egg sandwich (Ande ka sandwich),285.96,8.69,29.16,15.8,0.0,0.0,Non-Veg,Breakfast
Cucumber sandwich (Kheere ka sandwich),188.6,4.8,25.77,8.0,15.0,3.8655,Veg,Breakfast
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),257.71,8.2,29.1,12.8,66.0,19.206000000000003,Veg,Breakfast
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),243.32,7.92,26.92,12.27,30.0,8.076,Veg,Breakfast
Chicken sandwich,253.27,13.12,25.38,11.75,0.0,0.0,Non-Veg,Breakfast
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),291.43,9.53,28.54,16.14,40.0,11.416,Veg,Breakfast
Rainbow sandwich,272.75,7.75,34.26,12.54,40.0,13.704,Veg,Breakfast
Club sandwich ,235.32,7.31,18.51,15.12,75.0,13.882500000000002,Veg,Breakfast
Vegetarian club sandwich,198.33,5.45,19.68,11.33,40.0,7.872000000000001,Veg,Breakfast
Pin wheel sandwich,311.52,8.77,14.0,24.93,40.0,5.6,Veg,Breakfast
Carrot apple sandwich (Gajar aur seb ka sandwich),214.11,5.3,29.04,9.12,40.0,11.616,Veg,Breakfast
Salami sandwich,255.59,8.7,21.54,15.51,40.0,8.616,Veg,Breakfast
Vegetable and mayonnaise sandwich,244.26,4.47,23.2,15.4,40.0,9.28,Veg,Breakfast
Egg and tomato sandwich (Ande aur tamatar ka sandwich),222.11,7.66,25.9,10.51,0.0,0.0,Non-Veg,Breakfast
Sweet open sandwich,244.25,4.99,39.24,8.15,70.0,27.468000000000004,Veg,Breakfast
Mushroom and cheese sandwich (toasted),227.42,7.79,21.01,13.01,30.0,6.303000000000001,Veg,Breakfast
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),224.58,6.82,21.42,12.95,0.0,0.0,Veg,Breakfast
Pea potato sandwich (toasted) (Matar aloo ka sandwich),164.9,4.6,25.17,5.43,62.5,15.73125,Veg,Breakfast
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),249.56,12.4,24.05,11.98,40.0,9.62,Veg,Breakfast
Chicken sandwich (toasted),167.37,12.08,18.82,5.32,0.0,0.0,Non-Veg,Breakfast
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),171.78,11.06,20.26,5.61,40.0,8.104000000000001,Non-Veg,Breakfast
Classic club sandwich,200.83,6.74,18.49,11.56,25.0,4.6225,Veg,Breakfast
Sesame toast,495.19,1.9,11.15,49.38,35.0,3.9025,Veg,Breakfast
Cracked wheat porridge (Meetha daliya),81.57,2.64,8.87,4.08,70.0,6.209,Veg,Breakfast
Semolina porridge (Suji/Rava daliya),100.89,3.75,12.39,4.08,70.0,8.673,Veg,Breakfast
Oatmeal Porridge,72.85,2.6,8.77,3.22,60.0,5.262,Veg,Unknown
Cornflakes with milk,117.33,3.59,14.95,5.12,85.0,12.7075,Veg,Unknown
Rice flakes (Chiwda/Aval),112.44,3.62,15.57,3.99,73.0,11.3661,Veg,Breakfast
Wheat flakes,112.44,3.62,15.57,3.99,45.0,7.0065,Veg,Unknown
Murmura (Puffed rice),113.32,3.62,15.67,4.04,73.0,11.439100000000002,Veg,Unknown
Puffed wheat (Murmure/Moori),113.32,3.62,15.67,4.04,40.0,6.268,Veg,Unknown
Boiled egg (Ubla anda),45.35,4.43,0.12,3.04,0.0,0.0,Non-Veg,Lunch/Dinner
Fried Egg ,223.67,11.59,0.31,19.62,0.0,0.0,Non-Veg,Unknown
Poached egg,123.87,11.98,0.37,8.19,0.0,0.0,Non-Veg,Breakfast
Scrambled egg (Ande ki bhurji),155.97,10.29,1.35,12.21,0.0,0.0,Non-Veg,Breakfast
Baked egg ,218.85,11.88,15.42,12.65,0.0,0.0,Non-Veg,Unknown
Plain omelette/omlet,272.41,9.66,0.64,25.74,49.0,0.3136,Veg,Lunch/Dinner
Stuffed egg omelette/omlet,203.51,8.6,2.3,17.77,49.0,1.1269999999999998,Non-Veg,Unknown
Pancake,203.36,5.68,20.49,10.82,66.0,13.5234,Veg,Breakfast
Keema pancake,176.27,9.01,9.56,11.25,66.0,6.3096000000000005,Non-Veg,Breakfast
Vegetable pancake,125.18,3.87,12.24,6.57,66.0,8.0784,Veg,Breakfast
Jam and fruit pancake,162.02,3.79,20.73,7.01,51.0,10.5723,Veg,Unknown
Khoa and coconut pancake,271.98,6.98,27.32,15.29,45.0,12.294,Veg,Lunch/Dinner
Brown stock,21.32,1.95,0.25,1.38,65.0,0.1625,Veg,Unknown
Vegetable stock,17.6,0.3,0.96,1.38,40.0,0.384,Veg,Breakfast
Chicken stock,29.88,3.69,0.37,1.51,0.0,0.0,Non-Veg,Breakfast
Clear tomato soup (Tamatar ka soup),80.07,4.79,3.45,12.22,26.5,0.91425,Veg,Lunch/Dinner
Chicken consomme (Clear chicken soup),47.94,11.47,1.19,12.02,0.0,0.0,Non-Veg,Breakfast
Cream of tomato soup,97.81,4.61,3.93,13.12,30.0,1.179,Veg,Unknown
Cream of green peas soup,127.84,7.13,6.75,14.78,30.0,2.025,Veg,Unknown
Cream of spinach soup,100.54,5.21,3.45,13.31,30.0,1.035,Veg,Unknown
Cream of mixed vegetable soup,59.65,6.84,4.93,9.05,30.0,1.479,Veg,Breakfast
Cream of mushroom soup,117.28,6.64,3.74,15.5,30.0,1.122,Veg,Unknown
Chicken sweet corn soup,28.32,14.48,1.63,12.59,0.0,0.0,Non-Veg,Breakfast
Minestrone soup,42.66,9.3,3.71,11.09,35.0,1.2985,Veg,Unknown
Egg drop soup,26.64,12.93,1.1,13.52,0.0,0.0,Non-Veg,Unknown
Chinese cabbage and meat ball soup,484.31,5.21,1.43,56.57,10.0,0.143,Non-Veg,Unknown
French onion soup,55.61,11.41,4.28,14.39,70.0,2.9960000000000004,Veg,Unknown
Hot and sour soup,31.51,3.12,1.78,1.31,40.0,0.7120000000000001,Veg,Unknown
Talaumein soup,35.63,10.12,4.17,12.78,35.0,1.4594999999999998,Veg,Unknown
Cold cucumber soup (Thanda kheere ka soup),48.03,2.99,4.58,1.99,15.0,0.687,Veg,Breakfast
Cold summer garden soup,49.19,8.57,2.65,14.08,10.0,0.265,Veg,Lunch/Dinner
Chapati/Roti,202.31,5.88,35.65,3.56,62.0,22.103,Veg,Breakfast
Plain parantha/paratha,298.3,5.06,30.69,16.86,38.0,11.6622,Veg,Breakfast
Potato parantha/paratha (Aloo ka parantha/paratha),205.04,3.7,23.92,10.22,95.0,22.724,Veg,Breakfast
Radish parantha/paratha (Mooli ka parantha/paratha),183.52,3.3,20.54,9.53,70.0,14.378,Veg,Breakfast
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),178.07,3.73,18.84,9.47,15.0,2.826,Veg,Breakfast
Dal parantha/paratha,268.24,6.78,30.03,13.05,10.0,3.003,Veg,Breakfast
Sprouted moong parantha/paratha,228.59,4.29,24.31,12.43,30.0,7.292999999999999,Veg,Breakfast
Pea parantha/paratha (Matar ka parantha/paratha),190.73,5.59,21.51,8.8,60.0,12.906,Veg,Breakfast
Keema parantha/paratha,238.09,9.41,18.36,13.91,30.0,5.507999999999999,Non-Veg,Breakfast
Paneer parantha/paratha,262.97,7.98,24.33,14.62,0.0,0.0,Veg,Breakfast
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),216.49,5.54,21.39,12.09,45.0,9.6255,Veg,Breakfast
Spinach poori (Palak poori),684.25,1.42,7.76,71.86,15.0,1.164,Veg,Unknown
Dal stuffed poori,785.16,2.08,10.14,81.69,10.0,1.014,Veg,Unknown
Potato stuffed poori (Aloo ki poori),776.74,1.52,9.4,81.35,95.0,8.93,Veg,Breakfast
Tandoori parantha/paratha,295.37,5.08,30.74,16.51,0.0,0.0,Veg,Breakfast
Boiled rice (Uble chawal),117.19,2.6,25.72,0.18,73.0,18.7756,Veg,Lunch/Dinner
Plain pulao,140.21,2.34,21.82,4.62,65.0,14.183,Veg,Lunch/Dinner
Mushroom pulao,124.29,2.52,19.02,4.03,65.0,12.363,Veg,Lunch/Dinner
Sprouted moong pulao,112.97,2.19,17.49,3.61,65.0,11.3685,Veg,Breakfast
Paneer pulao,581.91,1.98,8.76,59.81,0.0,0.0,Veg,Lunch/Dinner
Peanut pulao ,193.28,5.32,21.18,9.51,15.0,3.177,Veg,Lunch/Dinner
Navratan pulao,261.71,6.2,36.98,9.45,65.0,24.037,Veg,Breakfast
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),173.43,4.88,27.57,4.82,28.0,7.719600000000001,Veg,Lunch/Dinner
Mutton biryani/biriyani,190.76,7.38,22.5,7.72,50.0,11.25,Non-Veg,Lunch/Dinner
Vegetable biryani/biriyani,174.61,3.16,18.56,9.51,48.0,8.9088,Veg,Breakfast
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",176.3,4.26,21.62,7.88,50.0,10.81,Veg,Breakfast
Sweet rice (Meethe chawal),215.41,2.1,42.59,4.57,73.0,31.0907,Veg,Unknown
